序号,公司名称,注册资金,法定代表人,成立时间,经营状态,电话,邮箱,详细地址,统一社会信用代码,纳税人识别号,注册号,组织机构代码,公司类型,所属行业,所属地区,成立时间,曾经用名,企业类型,股东,历史股东,补充电话,备注
苍南网盟网络科技有限公司,苍南网盟网络科技有限公司,100万人民币,陈荣旭,6098-07-60,存续,暂无信息,暂无信息,,91330327MA285J7NXW,91330327MA285J7NXW,330327000285766,MA285J7NX,有限责任公司(自然人独资),专业技术服务业,苍南县市场监督管理局,6098-07-60,,有限责任公司(自然人独资),陈荣旭,,,
苍南县力创工贸有限公司,温州名皇智能科技有限公司,350万人民币,陈长干,6002-07-94,存续,13057891333,暂无信息,,9.13303276878595E+017,9.13303276878595E+017,330327000044867,687859451,有限责任公司(自然人投资或控股),软件和信息技术服务业,苍南县市场监督管理局,6002-07-94,,有限责任公司(自然人投资或控股),陈长干,,,
测试,甘肃外资备案测试有限公司,1000000万人民币,刘建林,6095-08-40,存续,暂无信息,暂无信息,甘肃省兰州市城关区高新路国泰嘉园408,91620000MA72TCNK2E,91620000MA72TCNK2E,-,MA72TCNK2,有限责任公司,批发业,甘肃省工商行政管理局,6095-08-40,,有限责任公司,刘建林,,,
岑溪市新建球陶瓷有限公司,岑溪市新建球陶瓷有限公司,2000万人民币,叶树泉,6002-03-03,存续,0774-8435546,company@jianqiu.com,,9145048169023345XG,9145048169023345XG,450481200004942,69023345X,有限责任公司(自然人投资或控股),非金属矿物制品业,岑溪市市场监督管理局,6002-03-03,,有限责任公司(自然人投资或控股),叶树泉,,,
长春凯森门窗有限公司,长春凯森门窗有限公司,50万人民币,刘秀平,6006-05-91,存续,13942876911,317883724@qq.com,,91220102735944037U,91220102735944037U,220102020030694,735944037,有限责任公司(自然人投资或控股),批发业,长春市工商行政管理局南关分局,6006-05-91,,有限责任公司(自然人投资或控股),张俊宇,,,
长春市博圣东方文化传媒有限公司,长春市博圣东方文化传媒有限公司,10万人民币,杨继森,6099-90-02,,13756035558,xinteng2014@qq.com,长江路经济开发区人民大街280号科技城3层B-67段,9.12201015785833E+017,9.12201015785833E+017,220115000005749,578583329,有限责任公司(自然人独资),商务服务业,长春市工商行政管理局长江路经济开发区分局,6099-90-02,,有限责任公司(自然人独资),杨继森,,,
长春铸诚实业股份有限公司,长春铸诚实业股份有限公司,6000万人民币,张立民,6090-08-69,存续,0431-84155559,564847625@qq.com,双阳区经济开发区管理委员会二楼203室,91220101556361194X,91220101556361194X,220101000007841,556361194,股份有限公司(非上市、自然人投资或控股),通用设备制造业,长春市工商行政管理局,6090-08-69,,股份有限公司(非上市、自然人投资或控股),张新根,,,
长沙巨星轻质建材股份有限公司,长沙巨星轻质建材股份有限公司,9000万人民币,蒋棠,9221-08-68,存续,0731-85520186,admin@zgjxgf.com,,91430000616603280Y,91430000616603280Y,430000000043604,616603280,其他股份有限公司(非上市),科技推广和应用服务业,湖南省工商行政管理局,9221-08-68,,其他股份有限公司(非上市),邱则有,,,
长兴耿宇金属制品有限公司,长兴耿宇金属制品有限公司,1116万人民币,傅卫国,6005-01-68,存续,0572-6666665,1965413412@qq.com,,9.13305226761604E+017,9.13305226761604E+017,330522000016110,676160362,有限责任公司(自然人投资或控股),金属制品业,长兴县市场监督管理局,6005-01-68,,有限责任公司(自然人投资或控股),傅卫国,,,
常熟市杨园园林工程有限公司,江苏杨园生态环保有限公司,5000万人民币,王治球,9257-04-67,存续,暂无信息,暂无信息,常熟市辛庄镇（杨园）杨北路三官塘桥堍,9132058173329304XT,9132058173329304XT,-,73329304X,有限责任公司(自然人投资或控股),公共设施管理业,常熟市市场监督管理局,9257-04-67,,有限责任公司(自然人投资或控股),,,,
常州市宝盾门业有限公司,常州市宝盾门业有限公司,5000万人民币,史正明,9252-09-98,在业,0519-83880339,623270170@qq.com,江苏省常州市钟楼区童子河西路6号（棕榈路52号）,91320404137309201J,91320404137309201J,320404000018841,137309201,有限责任公司,金属制品业,常州市钟楼区市场监督管理局,9252-09-98,,有限责任公司,史正明,,,
常州市康乐消防设备制造有限公司,常州市康乐消防设备制造有限公司,2800万人民币,苏健,9222-03-92,存续,0519-83216126,wxb050208@163.com,,9.13204117149141E+017,9.13204117149141E+017,320407000056778,714914082,有限责任公司(自然人投资或控股),金属制品业,常州国家高新区（新北区）市场监督管理局,9222-03-92,,有限责任公司(自然人投资或控股),苏健,,,
常州苏南建筑装璜工程有限公司,常州苏南建筑装璜工程有限公司,6000万人民币,顾建清,9224-90-69,存续,0519-83051880,changzhousunan@163.com,,9.13204022509996E+017,9.13204022509996E+017,320483000010965,250999590,有限责任公司(自然人投资或控股),建筑装饰和其他建筑业,常州市天宁区市场监督管理局,9224-90-69,,有限责任公司(自然人投资或控股),顾建清,,,
常州泰勒思达新材料有限公司,常州泰勒思达新材料有限公司,500万美元,李丽华,6001-99-66,在业,0519-85501538,cztrst@163.com,常州市天宁区青龙街道北塘村(常州外向型农业综合开发区机电工业园内),91320400779690593E,91320400779690593E,320400400016916,779690593,有限责任公司(台港澳法人独资),非金属矿物制品业,常州市工商行政管理局,6001-99-66,,有限责任公司(台港澳法人独资),凯杰国际贸易有限公司,,,
朝阳健德劳务派遣有限公司,朝阳健德劳务派遣有限公司,50万人民币,常春来,6002-96-69,,0421-7203138,896730544@qq.com,朝阳市龙城区中山大街三段25-2号,91211303699415356R,91211303699415356R,211300004035487,699415356,有限责任公司(自然人独资),商务服务业,朝阳市龙城区市场监督管理局,6002-96-69,,有限责任公司(自然人独资),常春来,,,
车主传媒（大连）有限公司,车主传媒（大连）有限公司,150万人民币,李娜,6090-90-63,存续,13998495302,wql518@163.com,辽宁省大连市西岗区长江路570号26层18号,9.12102035598396E+017,9.12102035598396E+017,210200000018935,559839579,有限责任公司(自然人投资或控股),商务服务业,大连市西岗区市场监督管理局,6090-90-63,,有限责任公司(自然人投资或控股),李娜,,,
陈登利,尤溪县山海大酒店有限公司,1000万人民币,陈佶,6096-90-91,存续,13559875208,165642784@qq.com,,91350426054339077N,91350426054339077N,350426100023303,54339077,有限责任公司(自然人投资或控股),商务服务业,福建省尤溪县工商行政管理局,6096-90-91,,有限责任公司(自然人投资或控股),陈登利,,,
陈纪力,,,,,,,,,,,,,,,,,,,,,,
陈凯,深圳市法兰辞信息科技有限公司,1000000万人民币,陈凯,6097-96-64,存续,0755-32974222,2208928866@qq.com,深圳市罗湖区莲塘街道聚宝路(祥和花园一期)祥合阁3（A）F,91440300326224530T,91440300326224530T,440301111895350,326224530,有限责任公司(自然人独资),软件和信息技术服务业,深圳市市场监督管理局,6097-96-64,,有限责任公司(自然人独资),陈凯,,,
陈青阳,,,,,,,,,,,,,,,,,,,,,,
陈小洪,,,,,,,,,,,,,,,,,,,,,,
陈岩,山西北讯电信有限公司,100000万人民币,陈岩,6093-96-09,存续,13439516120,bxdx@northcom.cn,山西综改示范区太原唐槐园区龙城街16号1幢2层214室,91140700MA0JUDPM2X,91140700MA0JUDPM2X,140791090029828,MA0JUDPM2,有限责任公司（自然人投资或控股的法人独资）,电信、广播电视和卫星传输服务,山西转型综合改革示范区工商行政管理局直属二分局,6093-96-09,,有限责任公司（自然人投资或控股的法人独资）,北讯电信股份有限公司,,,
陈玉柱,始兴大众村镇银行股份有限公司,5000万人民币,陈玉柱,6099-01-67,存续,0751-3167881,sxdzbgs@126.com,,91440200574538694Y,91440200574538694Y,440200000043377,574538694,其他股份有限公司(非上市),货币金融服务,韶关市工商行政管理局,6099-01-67,,其他股份有限公司(非上市),乌海银行股份有限公司,,,
陈志国,天津华勘矿业投资有限公司,10000万人民币,陈志国,6003-99-08,存续,022-84236507,hknianjian@126.com,,9.11201026688062E+017,9.11201026688062E+017,120102000010543,668806231,有限责任公司(法人独资),资本市场服务,天津市河东区市场和质量监督管理局,6003-99-08,,有限责任公司(法人独资),天津华勘集团有限公司,,,
晨越建设项目管理集团股份有限公司,晨越建设项目管理集团股份有限公司,7360万人民币,王宏毅,6007-05-07,存续,028-85336387,8601536@qq.com,成都高新区天府大道科技孵化园科技财富中心一楼八号,9.15101007653546E+017,9.15101007653546E+017,510109000014313,765354652,其他股份有限公司(非上市),专业技术服务业,高新工商局,6007-05-07,,其他股份有限公司(非上市),西藏炎华时代投资有限公司,,,
成都安兴居建筑工程检测有限公司,成都安兴居建筑工程检测有限公司,100万人民币,张泉,6004-96-05,存续,028-85132371,2239870138@qq.com,成都高新区科园南一路7号1幢2楼,91510100755971729H,91510100755971729H,510109000020303,75597172-9,有限责任公司(自然人投资或控股),计算机、通信和其他电子设备制造业,高新工商局,6004-96-05,,有限责任公司(自然人投资或控股),张泉,,,
成都八益家具股份有限公司,成都八益家具股份有限公司,9485.085万人民币,王学茂,9225-09-93,存续,028-85012830,meimei809809@126.com,,91510100709204115X,91510100709204115X,510100000083217,709204115,其他股份有限公司(非上市),零售业,成都市工商行政管理局,9225-09-93,,其他股份有限公司(非上市),自然人股东,,,
成都本宇广告设计有限公司,成都本宇广告设计有限公司,10万人民币,刘宇,6096-01-65,存续,028-87021309,1415747116@qq.com,成都市武侯区新希望路4号1栋1单元1302号,91510107597258513N,91510107597258513N,510107000509145,597258513,有限责任公司(自然人投资或控股),商务服务业,武侯区市场和质量监督管理局,6096-01-65,,有限责任公司(自然人投资或控股),刘宇,,,
成都博兰特数字城市科技发展中心,成都博兰特数字城市科技发展中心,5万人民币,杨旦平,6001-96-62,,13699001622,暂无信息,,9151010078267835XA,9151010078267835XA,510100000252411,78267835X,集体所有制,机动车、电子产品和日用产品修理业,成都市工商行政管理局,6001-96-62,,集体所有制,成都市规划信息技术中心,,,
成都承实建材有限公司,成都承实建材有限公司,500万人民币,叶久荣,6006-99-08,存续,18980503936,暂无信息,中国（四川）自由贸易试验区成都市高新区天府三街69号1栋5层518号,91510100743617837Q,91510100743617837Q,510108000079255,743617837,有限责任公司(自然人投资或控股),批发业,高新工商局,6006-99-08,,有限责任公司(自然人投资或控股),叶卉,,,
成都持峰房地产经纪有限公司,成都持峰房地产经纪有限公司,50万人民币,伍义,6091-09-97,存续,028-66726652,暂无信息,成都市武侯区晋吉南路28号1栋1单元4层29号,91510107327514687N,91510107327514687N,510107000844116,327514687,有限责任公司(自然人独资),房地产业,武侯区市场和质量监督管理局,6091-09-97,,有限责任公司(自然人独资),伍义,,,
成都达智咨询股份有限公司,成都达智咨询股份有限公司,888万人民币,陈伟,9222-09-03,存续,028-86714718,zhangxiaoxia@cdwisdom.com,,9.15101007130205E+017,9.15101007130205E+017,510104000036256,713020490,股份有限公司(非上市、自然人投资或控股),商务服务业,成都市工商行政管理局,9222-09-03,,股份有限公司(非上市、自然人投资或控股),成都智研商务信息咨询合伙企业（有限合伙）,,,
成都大唐万家房地产经纪有限公司,成都大唐万家房地产经纪有限公司,10万人民币,罗勇,6093-05-05,存续,18782986897,492511324@qq.com,四川省成都市都江堰市玉堂镇永康社区铁军路18、20号,91510181MA6DFLXRXF,91510181MA6DFLXRXF,510181000129242,MA6DFLXRX,其他有限责任公司,房地产业,都江堰市市场和质量监督管理局,6093-05-05,,其他有限责任公司,成都大唐房屋中介有限公司,,,
成都德尔希房地产营销策划有限公司,成都德尔希房地产营销策划有限公司,30万人民币,汪成德,6093-99-06,存续,18683930423,暂无信息,中国（四川）自由贸易试验区成都市天府新区成都科学城湖畔路366号1栋3楼1号,91510100MA6C5TUT3M,91510100MA6C5TUT3M,510110000154770,MA6C5TUT3,有限责任公司(自然人独资),房地产业,天府新区成都片区工商行政管理局,6093-99-06,,有限责任公司(自然人独资),汪成德,,,
成都迪生建工集团有限责任公司,梓宁建设集团有限公司,100000万人民币,许晓峰,6000-06-09,存续,028-83976688,204076455@qq.com,,91510114720343300Q,91510114720343300Q,-,720343300,其他有限责任公司,房屋建筑业,成都市新都区市场和质量监督管理局,6000-06-09,,其他有限责任公司,慧峰建设集团股份有限公司,,,
